Pavarde              Vardas              Galutinis
Pavarde6327          Vardas6327          6.60
Pavarde6328          Vardas6328          9.20
Pavarde6330          Vardas6330          8.80
Pavarde6332          Vardas6332          6.80
Pavarde6333          Vardas6333          7.00
Pavarde6334          Vardas6334          5.80
Pavarde6335          Vardas6335          6.40
Pavarde6336          Vardas6336          8.20
Pavarde6337          Vardas6337          5.60
Pavarde6340          Vardas6340          7.20
Pavarde6342          Vardas6342          8.20
Pavarde6346          Vardas6346          7.40
Pavarde6348          Vardas6348          8.40
Pavarde6349          Vardas6349          9.00
Pavarde6350          Vardas6350          7.60
Pavarde6352          Vardas6352          8.00
Pavarde6354          Vardas6354          6.40
Pavarde6355          Vardas6355          6.20
Pavarde6356          Vardas6356          6.20
Pavarde6357          Vardas6357          5.40
Pavarde6358          Vardas6358          7.60
Pavarde6360          Vardas6360          5.00
Pavarde6361          Vardas6361          8.40
Pavarde6362          Vardas6362          8.60
Pavarde6363          Vardas6363          6.80
Pavarde6364          Vardas6364          8.20
Pavarde6365          Vardas6365          5.80
Pavarde6367          Vardas6367          7.00
Pavarde6368          Vardas6368          5.40
Pavarde6370          Vardas6370          7.40
Pavarde6372          Vardas6372          5.40
Pavarde6373          Vardas6373          7.40
Pavarde6374          Vardas6374          8.80
Pavarde6375          Vardas6375          8.20
Pavarde6376          Vardas6376          5.20
Pavarde6377          Vardas6377          5.40
Pavarde6378          Vardas6378          7.40
Pavarde6380          Vardas6380          7.60
Pavarde6381          Vardas6381          5.40
Pavarde6382          Vardas6382          6.40
Pavarde6383          Vardas6383          8.00
Pavarde6386          Vardas6386          6.80
Pavarde6388          Vardas6388          5.60
Pavarde6389          Vardas6389          8.00
Pavarde6390          Vardas6390          6.00
Pavarde6392          Vardas6392          6.00
Pavarde6395          Vardas6395          5.00
Pavarde6397          Vardas6397          8.80
Pavarde6398          Vardas6398          7.40
Pavarde6400          Vardas6400          6.80
Pavarde6401          Vardas6401          7.40
Pavarde6402          Vardas6402          5.20
Pavarde6403          Vardas6403          7.40
Pavarde6405          Vardas6405          6.60
Pavarde6406          Vardas6406          6.60
Pavarde6407          Vardas6407          6.20
Pavarde6408          Vardas6408          8.20
Pavarde6409          Vardas6409          7.20
Pavarde6410          Vardas6410          7.20
Pavarde6411          Vardas6411          8.40
Pavarde6415          Vardas6415          5.20
Pavarde6417          Vardas6417          6.80
Pavarde6419          Vardas6419          6.60
Pavarde6421          Vardas6421          7.20
Pavarde6422          Vardas6422          7.00
Pavarde6424          Vardas6424          8.60
Pavarde6428          Vardas6428          6.20
Pavarde6430          Vardas6430          7.40
Pavarde6431          Vardas6431          6.00
Pavarde6435          Vardas6435          6.40
Pavarde6436          Vardas6436          6.60
Pavarde6437          Vardas6437          6.80
Pavarde6438          Vardas6438          7.80
Pavarde6440          Vardas6440          8.20
Pavarde6442          Vardas6442          5.40
Pavarde6443          Vardas6443          5.20
Pavarde6444          Vardas6444          8.40
Pavarde6445          Vardas6445          6.20
Pavarde6446          Vardas6446          5.20
Pavarde6447          Vardas6447          6.40
Pavarde6448          Vardas6448          5.20
Pavarde6449          Vardas6449          8.40
Pavarde6451          Vardas6451          6.80
Pavarde6453          Vardas6453          8.40
Pavarde6455          Vardas6455          7.00
Pavarde6456          Vardas6456          6.20
Pavarde6457          Vardas6457          7.80
Pavarde6458          Vardas6458          5.20
Pavarde6459          Vardas6459          7.40
Pavarde6460          Vardas6460          7.20
Pavarde6461          Vardas6461          5.40
Pavarde6466          Vardas6466          7.40
Pavarde6470          Vardas6470          6.00
Pavarde6471          Vardas6471          6.80
Pavarde6473          Vardas6473          7.80
Pavarde6475          Vardas6475          5.20
Pavarde6476          Vardas6476          5.60
Pavarde6478          Vardas6478          7.40
Pavarde6479          Vardas6479          8.00
Pavarde6481          Vardas6481          7.20
Pavarde6482          Vardas6482          7.80
Pavarde6485          Vardas6485          5.20
Pavarde6486          Vardas6486          5.20
Pavarde6488          Vardas6488          6.80
Pavarde6489          Vardas6489          7.40
Pavarde6490          Vardas6490          5.00
Pavarde6491          Vardas6491          8.00
Pavarde6494          Vardas6494          5.60
Pavarde6495          Vardas6495          7.80
Pavarde6497          Vardas6497          7.60
Pavarde6498          Vardas6498          6.00
Pavarde6500          Vardas6500          6.60
Pavarde6502          Vardas6502          7.60
Pavarde6503          Vardas6503          7.40
Pavarde6505          Vardas6505          5.00
Pavarde6506          Vardas6506          6.00
Pavarde6507          Vardas6507          6.60
Pavarde6508          Vardas6508          7.00
Pavarde6509          Vardas6509          7.20
Pavarde6510          Vardas6510          8.20
Pavarde6511          Vardas6511          6.60
Pavarde6514          Vardas6514          8.40
Pavarde6515          Vardas6515          6.20
Pavarde6516          Vardas6516          7.00
Pavarde6518          Vardas6518          9.20
Pavarde6519          Vardas6519          5.40
Pavarde6521          Vardas6521          5.20
Pavarde6522          Vardas6522          8.40
Pavarde6523          Vardas6523          5.60
Pavarde6528          Vardas6528          6.00
Pavarde6530          Vardas6530          7.60
Pavarde6532          Vardas6532          8.80
Pavarde6533          Vardas6533          7.80
Pavarde6534          Vardas6534          6.80
Pavarde6535          Vardas6535          6.40
Pavarde6536          Vardas6536          6.40
Pavarde6538          Vardas6538          8.00
Pavarde6539          Vardas6539          8.00
Pavarde6541          Vardas6541          5.00
Pavarde6542          Vardas6542          5.00
Pavarde6543          Vardas6543          5.20
Pavarde6547          Vardas6547          8.40
Pavarde6548          Vardas6548          5.80
Pavarde6550          Vardas6550          6.20
Pavarde6551          Vardas6551          6.20
Pavarde6552          Vardas6552          6.80
Pavarde6555          Vardas6555          5.00
Pavarde6560          Vardas6560          5.80
Pavarde6561          Vardas6561          7.80
Pavarde6562          Vardas6562          8.20
Pavarde6563          Vardas6563          6.20
Pavarde6564          Vardas6564          7.40
Pavarde6566          Vardas6566          7.40
Pavarde6567          Vardas6567          5.20
Pavarde6568          Vardas6568          8.80
Pavarde6569          Vardas6569          5.40
Pavarde6570          Vardas6570          7.60
Pavarde6571          Vardas6571          8.80
Pavarde6572          Vardas6572          8.00
Pavarde6573          Vardas6573          7.60
Pavarde6574          Vardas6574          7.20
Pavarde6576          Vardas6576          5.00
Pavarde6577          Vardas6577          5.40
Pavarde6578          Vardas6578          6.80
Pavarde6580          Vardas6580          5.80
Pavarde6581          Vardas6581          7.40
Pavarde6582          Vardas6582          8.00
Pavarde6584          Vardas6584          6.60
Pavarde6585          Vardas6585          5.60
Pavarde6587          Vardas6587          7.40
Pavarde6588          Vardas6588          5.20
Pavarde6589          Vardas6589          6.20
Pavarde6590          Vardas6590          7.40
Pavarde6591          Vardas6591          5.40
Pavarde6592          Vardas6592          7.20
Pavarde6594          Vardas6594          8.00
Pavarde6596          Vardas6596          7.60
Pavarde6598          Vardas6598          5.00
Pavarde6599          Vardas6599          8.20
Pavarde6600          Vardas6600          5.80
Pavarde6601          Vardas6601          8.60
Pavarde6602          Vardas6602          7.40
Pavarde6606          Vardas6606          5.60
Pavarde6607          Vardas6607          6.20
Pavarde6608          Vardas6608          7.40
Pavarde6609          Vardas6609          5.00
Pavarde6610          Vardas6610          8.00
Pavarde6611          Vardas6611          8.20
Pavarde6613          Vardas6613          5.20
Pavarde6614          Vardas6614          8.20
Pavarde6616          Vardas6616          7.00
Pavarde6618          Vardas6618          5.20
Pavarde6620          Vardas6620          6.00
Pavarde6622          Vardas6622          5.00
Pavarde6625          Vardas6625          6.00
Pavarde6627          Vardas6627          5.20
Pavarde6628          Vardas6628          8.60
Pavarde6629          Vardas6629          5.40
Pavarde6631          Vardas6631          5.00
Pavarde6632          Vardas6632          9.20
Pavarde6633          Vardas6633          8.00
Pavarde6634          Vardas6634          5.40
Pavarde6635          Vardas6635          7.80
Pavarde6636          Vardas6636          7.80
Pavarde6637          Vardas6637          8.20
Pavarde6638          Vardas6638          8.20
Pavarde6639          Vardas6639          5.00
Pavarde6640          Vardas6640          8.60
Pavarde6641          Vardas6641          5.20
Pavarde6643          Vardas6643          8.80
Pavarde6644          Vardas6644          7.20
Pavarde6645          Vardas6645          5.80
Pavarde6647          Vardas6647          5.20
Pavarde6648          Vardas6648          6.80
Pavarde6650          Vardas6650          7.20
Pavarde6651          Vardas6651          7.60
Pavarde6653          Vardas6653          8.80
Pavarde6656          Vardas6656          5.40
Pavarde6657          Vardas6657          5.80
Pavarde6658          Vardas6658          6.20
Pavarde6659          Vardas6659          7.80
Pavarde6660          Vardas6660          7.00
Pavarde6661          Vardas6661          6.00
